Date,Close,Open,High,Low,Stupid,Change %,Format,Volume
5/24/2020,6326.50,6288.60,6331.40,6288.60,5.82K,0.53%,5.82,5820
5/25/2020,6293.20,6249.00,6348.40,6223.00,10.40K,0.66%,10.40,10400
5/26/2020,6252.00,6628.00,6628.00,6223.80,41.61K,-5.70%,41.61,41610
5/27/2020,6630.20,6659.70,6659.70,6529.70,13.82K,-0.49%,13.82,13820
5/28/2020,6663.00,6679.70,6680.60,6608.50,8.02K,-0.15%,8.02,8020
5/29/2020,6673.20,6617.00,6718.40,6585.90,12.70K,1.09%,12.70,12700
5/30/2020,6601.00,6595.20,6633.70,6532.80,5.80K,0.14%,5.80,5800
5/31/2020,6592.00,6639.90,6648.20,6564.50,5.80K,-0.79%,5.80,5800
6/1/2020,6644.70,6594.30,6666.90,6548.00,12.43K,0.98%,12.43,12430
6/2/2020,6580.10,6507.90,6640.00,6499.30,11.79K,1.18%,11.79,11790
6/3/2020,6503.20,6527.50,6552.50,6428.10,14.57K,-0.46%,14.57,14570
6/4/2020,6533.30,6602.00,6638.40,6514.10,12.03K,-1.04%,12.03,12030
6/5/2020,6601.90,6625.90,6659.60,6521.00,10.36K,-0.24%,10.36,10360
6/6/2020,6618.10,6590.00,6656.50,6533.30,8.49K,0.20%,8.49,8490
6/7/2020,6604.60,6627.30,6631.20,6466.00,17.30K,-0.46%,17.30,17300
6/8/2020,6635.10,6691.20,6825.00,6545.10,27.89K,-0.86%,27.89,27890
6/9/2020,6692.50,6462.40,6727.20,6440.70,18.37K,3.56%,18.37,18370
6/10/2020,6462.40,6442.80,6552.70,6385.80,13.81K,0.43%,13.81,13810
6/11/2020,6434.70,6585.10,6585.10,6350.20,20.21K,-2.28%,20.21,20210
6/12/2020,6585.00,6697.80,6721.70,6555.10,17.76K,-1.86%,17.76,17760
6/13/2020,6710.00,6723.10,6783.30,6664.20,8.51K,-0.19%,8.51,8510
6/14/2020,6723.00,6789.80,6840.00,6643.60,18.26K,-0.59%,18.26,18260
6/15/2020,6762.70,6522.10,6790.00,6496.00,36.99K,4.03%,36.99,36990
6/16/2020,6500.50,6392.80,6535.00,6357.20,16.67K,1.71%,16.67,16670
6/17/2020,6390.90,6330.80,6521.50,6112.70,29.90K,0.76%,29.90,29900
6/18/2020,6342.80,6243.00,6384.00,6229.20,15.93K,1.42%,15.93,15930
6/19/2020,6254.20,6506.10,6532.80,6205.10,23.54K,-3.76%,23.54,23540
6/20/2020,6498.50,6512.80,6517.80,6384.50,8.73K,-0.23%,8.73,8730
6/21/2020,6513.60,6480.10,6568.90,6473.60,8.35K,0.44%,8.35,8350
6/22/2020,6485.00,6495.00,6593.00,6355.60,16.37K,0.15%,16.37,16370
6/23/2020,6475.60,6334.00,6523.40,6334.00,19.24K,2.27%,19.24,19240
6/24/2020,6332.00,6290.90,6355.00,6203.10,16.08K,0.65%,16.08,16080
6/25/2020,6290.80,6332.10,6397.10,6178.10,16.61K,-0.27%,16.61,16610
6/26/2020,6308.00,6240.00,6363.50,6233.20,14.45K,1.09%,14.45,14450
6/27/2020,6239.90,6184.90,6427.60,6142.20,16.46K,0.89%,16.46,16460
6/28/2020,6185.00,6404.20,6475.10,6130.30,21.85K,-3.42%,21.85,21850
6/29/2020,6404.10,6516.10,6532.90,6322.80,20.74K,-1.71%,20.74,20740
6/30/2020,6515.60,6705.00,6720.80,6310.30,53.00K,-2.90%,53.00,53000
7/1/2020,6710.50,7357.30,7400.00,6700.00,55.65K,-8.81%,55.65,55650
7/2/2020,7358.90,7267.80,7410.30,7246.20,20.82K,1.25%,20.82,20820
7/3/2020,7268.00,7304.70,7341.40,7200.10,22.31K,-0.31%,22.31,22310
7/4/2020,7290.40,7197.50,7367.00,7137.20,44.68K,1.29%,44.68,44680
7/5/2020,7197.50,7022.90,7260.40,7020.50,21.39K,2.44%,21.39,21390
7/6/2020,7025.90,6986.10,7084.00,6889.00,19.38K,0.45%,19.38,19380
7/7/2020,6994.70,7037.90,7060.00,6802.40,24.58K,-0.72%,24.58,24580
7/8/2020,7045.70,7079.90,7133.60,6931.60,19.83K,-0.48%,19.83,19830
7/9/2020,7079.70,6910.50,7127.20,6872.00,30.07K,2.46%,30.07,30070
7/10/2020,6909.50,6707.00,6911.60,6653.50,24.21K,3.00%,24.21,24210
7/11/2020,6708.40,6732.80,6784.10,6574.50,16.75K,-0.36%,16.75,16750
7/12/2020,6732.90,6693.30,6795.50,6670.00,16.88K,0.55%,16.88,16880
7/13/2020,6695.90,6530.50,6728.30,6462.70,20.20K,2.58%,20.20,20200
7/14/2020,6527.20,6363.80,6565.60,6350.00,19.94K,2.71%,19.94,19940
7/15/2020,6354.90,6479.10,6885.00,6253.00,58.96K,-1.92%,58.96,58960
7/16/2020,6479.10,6255.20,6500.00,6245.00,29.50K,3.57%,29.50,29500
7/17/2020,6255.90,6485.10,6520.60,6230.20,31.72K,-3.53%,31.72,31720
7/18/2020,6485.10,6395.00,6550.00,6309.30,15.35K,1.47%,15.35,15350
7/19/2020,6391.20,6585.90,6615.00,6301.90,19.73K,-2.92%,19.73,19730
7/20/2020,6583.30,6312.00,6588.70,6290.20,26.76K,4.27%,26.76,26760
7/21/2020,6314.00,6270.20,6474.70,6215.20,25.14K,0.70%,25.14,25140
7/22/2020,6270.10,6188.60,6623.80,6181.10,66.22K,1.31%,66.22,66220
7/23/2020,6189.00,6241.30,6244.00,5879.30,52.70K,-1.01%,52.70,52700
7/24/2020,6251.90,6312.20,6541.80,6150.00,32.33K,-0.98%,32.33,32330
7/25/2020,6313.90,6234.70,6481.70,6163.30,23.05K,1.30%,23.05,23050
7/26/2020,6232.70,6147.00,6485.70,6008.20,37.12K,1.40%,37.12,37120
7/27/2020,6146.80,6533.60,6573.60,6014.50,43.50K,-5.86%,43.50,43500
7/28/2020,6529.10,6280.70,6623.70,6188.20,33.38K,3.98%,33.38,33380
7/29/2020,6279.20,6718.80,6720.10,6131.00,53.88K,-6.57%,53.88,53880
7/30/2020,6720.50,6940.10,7149.90,6678.80,32.25K,-3.18%,32.25,32250
7/31/2020,6941.30,7025.80,7149.90,6847.00,18.12K,-1.20%,18.12,18120
8/1/2020,7025.80,7013.20,7089.70,6890.20,17.68K,0.18%,17.68,17680
8/2/2020,7013.20,7420.00,7490.00,6930.00,31.72K,-5.48%,31.72,31720
8/3/2020,7420.00,7533.20,7533.20,7283.60,30.88K,-1.53%,30.88,30880
8/4/2020,7535.20,7606.00,7707.10,7463.10,17.75K,-0.97%,17.75,17750
8/5/2020,7608.80,7731.30,7755.60,7444.20,30.74K,-1.58%,30.74,30740
8/6/2020,7730.60,8179.50,8179.50,7670.00,43.55K,-5.49%,43.55,43550
8/7/2020,8179.60,8218.50,8274.20,7862.90,37.58K,-0.50%,37.58,37580
8/8/2020,8221.00,8235.70,8293.90,8123.00,10.19K,-0.31%,10.19,10190
8/9/2020,8246.40,8188.00,8246.40,8073.90,13.66K,0.74%,13.66,13660
8/10/2020,8185.70,7933.50,8280.30,7815.10,34.22K,3.11%,34.22,34220
8/11/2020,7939.00,8178.40,8313.10,7869.80,32.78K,-2.90%,32.78,32780
8/12/2020,8176.00,8380.00,8485.70,8073.00,36.97K,-2.60%,36.97,36970
8/13/2020,8394.50,7719.80,8500.20,7692.30,64.68K,8.74%,64.68,64680
8/14/2020,7719.80,7397.70,7800.70,7374.10,47.52K,4.31%,47.52,47520
8/15/2020,7400.50,7403.40,7572.70,7338.90,17.17K,-0.04%,17.17,17170
8/16/2020,7403.30,7333.00,7458.00,7221.00,11.41K,0.96%,11.41,11410
8/17/2020,7333.10,7473.60,7681.00,7278.20,32.74K,-1.88%,32.74,32740
8/18/2020,7473.50,7379.80,7559.90,7282.90,22.19K,1.28%,22.19,22190
8/19/2020,7379.40,7320.00,7586.50,7249.90,39.62K,0.81%,39.62,39620
8/20/2020,7319.80,6734.30,7462.90,6667.40,48.12K,8.78%,48.12,48120
8/21/2020,6729.20,6347.70,6750.00,6328.90,31.00K,6.02%,31.00,31000
8/22/2020,6347.20,6250.00,6388.90,6232.30,10.99K,1.55%,10.99,10990
8/23/2020,6250.10,6219.70,6320.00,6179.30,8.90K,0.48%,8.90,8900
8/24/2020,6220.00,6240.60,6335.10,6133.40,20.09K,-0.46%,20.09,20090
8/25/2020,6249.00,6377.70,6377.70,6080.80,24.98K,-2.02%,24.98,24980
8/26/2020,6377.80,6299.00,6402.80,6287.70,16.41K,1.21%,16.41,16410
8/27/2020,6301.50,6666.90,6680.10,6269.30,28.02K,-5.48%,28.02,28020
8/28/2020,6666.70,6705.90,6820.00,6617.10,16.30K,-0.60%,16.30,16300
8/29/2020,6707.00,6761.80,6790.80,6669.10,13.71K,-0.81%,13.71,13710
8/30/2020,6761.70,6602.20,6826.10,6511.50,15.29K,2.42%,15.29,15290
8/31/2020,6602.10,6531.60,6636.90,6452.90,14.95K,0.95%,14.95,14950
9/1/2020,6540.20,6589.90,6697.70,6452.00,23.13K,-0.76%,23.13,23130
9/2/2020,6590.00,6509.00,6778.30,6418.70,22.49K,1.38%,22.49,22490
9/3/2020,6500.00,6617.60,6672.40,6470.50,17.26K,-1.24%,17.26,17260
9/4/2020,6581.30,6617.60,6672.40,6539.00,26.92K,3.65%,26.92,26920
9/5/2020,6349.70,6391.50,6435.00,6260.20,11.38K,-0.65%,11.38,11380
9/6/2020,6391.50,6208.20,6518.10,6195.80,23.86K,2.95%,23.86,23860
9/7/2020,6208.10,5848.10,6273.00,5782.90,33.93K,6.12%,33.93,33930
9/8/2020,5850.00,6133.10,6167.70,5829.90,17.94K,-4.62%,17.94,17940
9/9/2020,6133.10,6073.50,6181.40,5989.00,18.27K,0.90%,18.27,18270
9/10/2020,6078.50,6250.80,6273.70,6050.20,18.83K,-2.69%,18.83,18830
9/11/2020,6246.60,6146.10,6334.20,6082.10,27.91K,1.60%,27.91,27910
9/12/2020,6148.00,6151.90,6249.70,5762.90,45.50K,-0.06%,45.50,45500
9/13/2020,6152.00,6041.00,6253.90,6014.00,20.70K,1.81%,20.70,20700
9/14/2020,6042.60,6715.20,6730.70,5929.10,55.25K,-9.99%,55.25,55250
9/15/2020,6713.50,6760.00,6787.10,6680.10,10.65K,-0.69%,10.65,10650
9/16/2020,6760.40,6732.70,6818.20,6560.00,18.71K,0.34%,18.71,18710
9/17/2020,6737.50,6711.60,6832.90,6666.20,17.38K,0.42%,17.38,17380
9/18/2020,6709.20,6443.50,6826.80,6378.60,26.37K,4.25%,26.37,26370
9/19/2020,6435.70,6491.00,6573.00,6426.90,9.44K,-0.77%,9.44,9440
9/20/2020,6485.90,6386.20,6557.20,6330.00,13.70K,1.58%,13.70,13700
9/21/2020,6385.00,6638.00,6655.50,6360.30,21.29K,-3.75%,21.29,21290
9/22/2020,6633.70,6295.10,6703.40,6269.50,33.06K,5.38%,33.06,33060
9/23/2020,6295.20,6543.10,6611.70,6125.70,45.58K,-3.80%,45.58,45580
9/24/2020,6543.90,6873.20,6873.20,6441.00,32.01K,-4.79%,32.01,32010
9/25/2020,6873.30,6757.30,6897.00,6631.00,22.38K,1.72%,22.38,22380
9/26/2020,6757.30,7498.10,7498.10,6633.90,57.82K,-9.89%,57.82,57820
9/27/2020,7498.60,7615.20,7684.90,7467.70,7.22K,-1.53%,7.22,7220
9/28/2020,7615.10,7685.70,7697.00,7544.00,12.20K,-0.96%,12.20,12200
9/29/2020,7688.90,7653.90,7756.10,7645.80,11.04K,0.46%,11.04,11040
9/30/2020,7654.00,7621.90,7698.00,7495.20,18.27K,0.42%,18.27,18270
10/1/2020,7621.70,7487.90,7669.00,7372.90,16.84K,1.78%,16.84,16840
10/2/2020,7488.30,7718.00,7761.50,7457.50,18.13K,-2.98%,18.13,18130
10/3/2020,7718.00,7639.00,7777.40,7600.00,13.80K,1.05%,13.80,13800
10/4/2020,7638.10,7521.10,7691.20,7445.50,17.36K,1.56%,17.36,17360
10/5/2020,7521.00,7485.90,7599.80,7344.80,19.04K,0.47%,19.04,19040
10/6/2020,7485.80,7375.10,7599.70,7338.00,19.46K,1.50%,19.46,19460
10/7/2020,7375.10,7465.30,7557.50,7279.60,22.08K,-1.14%,22.08,22080
10/8/2020,7460.00,7104.00,7527.90,7048.60,27.90K,5.10%,27.90,27900
10/9/2020,7097.90,7339.60,7434.80,7062.40,26.68K,-3.29%,26.68,26680
10/10/2020,7339.70,7330.80,7411.50,7220.10,16.17K,0.13%,16.17,16170
10/11/2020,7330.30,7456.70,7621.70,7286.10,13.81K,-1.71%,13.81,13810
10/12/2020,7458.00,7576.00,7654.10,7323.10,25.87K,-1.57%,25.87,25870
10/13/2020,7576.70,7503.30,7718.00,7260.90,38.86K,1.09%,38.86,38860
10/14/2020,7494.80,7978.00,8020.00,7442.10,41.68K,-6.05%,41.68,41680
10/15/2020,7977.30,8399.60,8406.50,7947.20,20.53K,-4.96%,20.53,20530
10/16/2020,8393.40,8523.70,8586.90,8317.70,17.22K,-1.53%,17.22,17220
10/17/2020,8523.70,8230.90,8580.00,8171.50,15.50K,3.54%,15.50,15500
10/18/2020,8232.30,8238.90,8400.10,8142.00,14.15K,-0.08%,14.15,14150
10/19/2020,8239.00,8054.80,8276.60,7927.80,23.44K,2.32%,23.44,23440
10/20/2020,8051.80,8349.70,8466.90,7986.80,25.19K,-3.41%,25.19,25190
10/21/2020,8336.10,8467.00,8488.70,8103.60,32.76K,-1.55%,32.76,32760
10/22/2020,8467.50,8668.50,8838.00,8420.70,26.21K,-2.34%,26.21,26210
10/23/2020,8670.80,8683.80,8882.40,8279.50,37.15K,-0.15%,37.15,37150
10/24/2020,8683.60,8467.00,8753.00,8320.00,22.90K,2.61%,22.90,22900
10/25/2020,8462.70,8419.50,8631.60,8204.50,36.66K,0.60%,36.66,36660
10/26/2020,8412.40,9015.20,9015.20,8341.80,54.49K,-6.72%,54.49,54490
10/27/2020,9018.70,9320.00,9390.00,9003.00,23.62K,-3.21%,23.62,23620
10/28/2020,9318.20,9180.70,9370.90,8980.10,22.81K,1.45%,22.81,22810
10/29/2020,9184.70,9356.40,9469.70,9052.30,25.86K,-1.98%,25.86,25860
10/30/2020,9370.00,9659.00,9675.70,9200.00,25.78K,-2.99%,25.78,25780
10/31/2020,9658.70,9859.60,9963.90,9455.00,26.92K,-2.04%,26.92,26920
11/1/2020,9859.60,9702.90,9990.00,9685.90,29.51K,1.62%,29.51,29510
11/2/2020,9702.80,9759.00,9811.90,9557.00,24.54K,-0.61%,24.54,24540
11/3/2020,9762.10,9237.90,9838.00,9162.80,36.48K,5.69%,36.48,36480
11/4/2020,9236.40,9069.10,9279.80,8979.60,20.18K,1.87%,20.18,20180
11/5/2020,9067.00,9240.70,9240.70,8829.10,25.59K,-1.87%,25.59,25590
11/6/2020,9240.00,9400.00,9450.00,9110.70,23.26K,-1.69%,23.26,23260
11/7/2020,9398.60,9340.30,9564.10,9184.60,27.31K,0.57%,27.31,27310
11/8/2020,9345.30,8911.00,9436.00,8845.00,45.08K,4.77%,45.08,45080
11/9/2020,8920.10,9269.70,9381.10,8902.80,30.15K,-3.87%,30.15,30150
11/10/2020,9279.30,8850.10,9308.00,8656.00,43.21K,4.52%,43.21,43210
11/11/2020,8878.40,9643.00,9761.50,8768.40,74.49K,-7.94%,74.49,74490
11/12/2020,9644.40,8940.20,9737.90,8929.90,60.35K,7.88%,60.35,60350
11/13/2020,8940.00,8791.40,8940.00,8769.90,23.26K,1.59%,23.26,23260
11/14/2020,8800.00,8917.60,8979.80,8752.90,31.43K,-1.34%,31.43,31430
11/15/2020,8919.10,8865.40,9029.00,8618.90,39.56K,0.60%,39.56,39560
11/16/2020,8866.10,8272.80,8937.50,8219.00,50.90K,7.17%,50.90,50900
11/17/2020,8272.80,8166.40,8296.80,8099.90,29.21K,1.30%,29.21,29210
11/18/2020,8166.30,7888.80,8229.00,7874.70,29.54K,3.50%,29.54,29540
11/19/2020,7889.90,8056.10,8169.00,7823.30,28.23K,-2.06%,28.23,28230
11/20/2020,8056.20,8354.80,8415.00,7900.30,37.56K,-3.57%,37.56,37560
11/21/2020,8354.10,8003.00,8426.30,7997.20,31.90K,4.39%,31.90,31900
11/22/2020,8002.90,7885.80,8182.00,7820.70,26.52K,1.48%,26.52,26520
11/23/2020,7885.80,7915.20,8230.00,7746.00,59.91K,-0.33%,59.91,59910
11/24/2020,7912.00,6944.00,8083.70,6761.30,94.57K,13.95%,94.57,94570
11/25/2020,6943.10,6839.30,6975.70,6795.00,29.54K,1.52%,29.54,29540
11/26/2020,6839.30,6770.90,6890.60,6650.00,26.15K,1.10%,26.15,26150
11/27/2020,6764.60,7024.00,7187.40,6611.00,75.96K,-3.69%,75.96,75960
11/28/2020,7023.90,6892.60,7114.80,6883.00,29.33K,1.90%,29.33,29330
11/29/2020,6892.60,6610.00,7075.40,6599.90,40.61K,4.27%,40.61,40610
11/30/2020,6610.20,6767.20,6851.50,6501.10,42.14K,-2.29%,42.14,42140
12/1/2020,6765.00,6785.80,6911.00,6571.90,45.85K,-0.31%,45.85,45850
12/2/2020,6785.90,7403.30,7422.00,6670.00,53.72K,-8.37%,53.72,53720
12/3/2020,7405.60,7073.80,7509.60,7020.00,49.86K,5.00%,49.86,49860
12/4/2020,7052.70,6813.10,7121.40,6770.20,44.01K,3.56%,44.01,44010
12/5/2020,6810.00,6925.40,7035.10,6432.40,54.90K,-1.66%,54.90,54900
12/6/2020,6925.30,6838.10,7221.90,6782.90,68.02K,1.24%,68.02,68020
12/7/2020,6840.40,7091.50,7267.30,6533.00,108.25K,-3.57%,108.25,108250
12/8/2020,7094.00,7936.00,7963.90,6897.20,77.41K,-10.61%,77.41,77410
12/9/2020,7936.10,7784.50,8118.00,7725.00,35.08K,1.95%,35.08,35080
12/10/2020,7784.50,8128.00,8209.00,7727.00,50.41K,-4.12%,50.41,50410
12/11/2020,8119.10,8445.00,8496.40,7839.10,56.38K,-3.86%,56.38,56380
12/12/2020,8445.10,8525.00,8673.90,8373.00,30.69K,-1.05%,30.69,30690
12/13/2020,8535.00,8911.40,9040.20,8463.00,44.21K,-4.19%,44.21,44210
12/14/2020,8908.00,8703.80,8910.00,8272.80,44.91K,2.32%,44.91,44910
12/15/2020,8706.40,8888.60,9088.00,8453.10,54.42K,-2.18%,54.42,54420
12/16/2020,8900.10,8899.80,9175.20,8755.70,42.86K,0.00%,42.86,42860
12/17/2020,8899.70,8600.20,9025.00,8309.60,54.28K,3.48%,54.28,54280
12/18/2020,8600.10,8209.00,8689.90,8100.00,73.28K,4.88%,73.28,73280
12/19/2020,8200.20,7832.00,8285.60,7240.00,88.92K,4.45%,88.92,88920
12/20/2020,7851.00,8250.00,8350.10,7729.50,48.97K,-4.85%,48.97,48970
12/21/2020,8251.00,8250.10,8602.70,7903.20,56.34K,-0.02%,56.34,56340
12/22/2020,8252.90,8181.30,8416.70,7666.30,82.58K,0.81%,82.58,82580
12/23/2020,8186.60,9135.20,9400.10,7923.80,78.81K,-10.38%,78.81,78810
12/24/2020,9135.00,9130.20,9479.00,8827.70,61.54K,0.15%,61.54,61540
12/25/2020,9121.00,9528.00,9894.70,8776.80,67.58K,-4.27%,67.58,67580
12/26/2020,9528.00,8764.40,9726.10,8429.00,70.48K,8.74%,70.48,70480
12/27/2020,8762.00,9216.20,9500.00,8691.10,52.54K,-4.94%,52.54,52540
12/28/2020,9217.00,9301.90,9420.50,8351.00,98.20K,-0.89%,98.20,98200
12/29/2020,9300.00,9910.70,10109.00,9037.00,67.75K,-6.09%,67.75,67750
12/30/2020,9902.90,10779.00,10899.00,9422.10,75.22K,-7.62%,75.22,75220
12/31/2020,10720.00,11403.00,11403.00,10578.00,44.24K,-6.10%,44.24,44240
1/1/2021,11416.00,11497.00,11696.00,11390.00,27.56K,-0.74%,27.56,27560
1/2/2021,11501.00,11454.00,11544.00,11061.00,28.07K,0.53%,28.07,28070
1/3/2021,11440.00,11024.00,11526.00,11024.00,30.65K,3.76%,30.65,30650
1/4/2021,11025.00,10908.00,11189.00,10766.00,28.86K,0.92%,28.86,28860
1/5/2021,10925.00,10316.00,11087.00,10224.00,33.87K,5.91%,33.87,33870
1/6/2021,10315.00,10583.00,11063.00,10270.00,43.89K,-2.40%,43.89,43890
1/7/2021,10569.00,10320.00,10880.00,10133.00,39.72K,2.40%,39.72,39720
1/8/2021,10321.00,9583.00,10437.00,9359.90,45.94K,7.99%,45.94,45940
1/9/2021,9557.40,9666.30,9840.00,9284.30,30.52K,-1.13%,30.52,30520
1/10/2021,9666.30,10144.00,10499.00,9350.30,55.70K,-4.72%,55.70,55700
1/11/2021,10145.00,9826.50,10395.00,9583.90,59.07K,3.20%,59.07,59070
1/12/2021,9830.00,10453.20,10912.00,9740.00,71.23K,-5.98%,71.23,71230
1/13/2021,10455.00,11216.00,11239.00,10200.00,76.96K,-6.80%,76.96,76960
1/14/2021,11218.00,11172.00,11776.00,11101.00,60.92K,0.40%,60.92,60920
1/15/2021,11173.00,10398.00,11250.00,10308.00,50.74K,7.72%,50.74,50740
1/16/2021,10372.00,11062.00,11250.00,10122.00,69.83K,-6.17%,69.83,69830
1/17/2021,11053.50,10161.00,11083.00,10050.00,52.80K,8.77%,52.80,52800
1/18/2021,10162.00,9996.00,10270.00,9674.90,43.89K,1.65%,43.89,43890
1/19/2021,9996.90,9454.30,10175.00,9338.80,67.53K,5.73%,67.53,67530
1/20/2021,9455.40,8515.90,9488.00,8512.60,50.36K,11.03%,50.36,50360
1/21/2021,8515.90,8902.90,8952.80,8339.70,39.51K,-4.32%,39.51,39510
1/22/2021,8900.60,8070.00,9000.00,8070.00,51.40K,10.31%,51.40,51400
1/23/2021,8069.00,8563.00,8569.00,7851.00,52.21K,-5.77%,52.21,52210
1/24/2021,8563.10,8678.10,9074.30,8152.10,68.15K,-1.38%,68.15,68150
1/25/2021,8683.20,8240.00,8748.00,7734.70,63.03K,5.44%,63.03,63030
1/26/2021,8235.10,7585.00,8648.80,7579.60,77.62K,8.54%,77.62,77620
1/27/2021,7587.00,7679.40,8488.20,7175.10,106.70K,-1.13%,106.70,106700
1/28/2021,7673.80,6946.60,7860.00,6000.00,192.76K,10.42%,192.76,192760
1/29/2021,6949.90,8185.20,8378.00,6658.80,131.29K,-15.25%,131.29,131290
1/30/2021,8200.00,9225.10,9403.30,7840.00,74.42K,-11.06%,74.42,74420
1/31/2021,9219.40,8887.10,9495.00,8189.60,51.91K,3.64%,51.91,51910
2/1/2021,8895.80,9181.00,9201.00,7972.20,123.34K,-3.11%,123.34,123340
2/2/2021,9181.10,10278.00,10311.00,8941.00,78.78K,-10.72%,78.78,78780
2/3/2021,10284.00,10170.00,10411.00,9761.00,43.23K,1.07%,43.23,43230
2/4/2021,10175.00,11215.00,11250.00,9864.90,61.28K,-9.25%,61.28,61280
2/5/2021,11212.00,11836.00,11957.00,11074.00,25.65K,-5.30%,25.65,25650
2/6/2021,11839.00,11455.10,12181.00,11398.00,29.62K,3.30%,29.62,29620
2/7/2021,11461.00,11068.00,11683.00,10822.00,34.40K,3.53%,34.40,34400
2/8/2021,11070.00,11144.00,11647.00,10298.00,56.75K,-0.68%,56.75,56750
2/9/2021,11146.00,11402.00,11723.00,10857.00,34.44K,-2.35%,34.44,34440
2/10/2021,11414.00,10811.00,11529.00,10454.00,43.82K,5.50%,43.82,43820
2/11/2021,10819.00,10770.00,11383.00,9901.10,63.85K,0.45%,63.85,63850
2/12/2021,10771.00,11519.00,11886.00,10009.00,66.35K,-6.45%,66.35,66350
2/13/2021,11514.00,12732.00,12732.00,11020.00,53.62K,-9.54%,53.62,53620
2/14/2021,12728.00,11462.00,13002.00,11425.00,46.30K,10.91%,46.30,46300
2/15/2021,11476.00,11036.00,11879.00,10649.00,48.55K,3.90%,48.55,48550
2/16/2021,11045.00,11101.00,11881.00,10515.00,85.24K,-0.33%,85.24,85240
2/17/2021,11082.00,11059.00,11490.00,9231.10,132.23K,0.09%,132.23,132230
2/18/2021,11072.00,13594.00,13604.00,9949.40,131.86K,-18.44%,131.86,131860
2/19/2021,13575.00,13558.00,14350.00,13307.00,33.46K,0.13%,33.46,33460
2/20/2021,13558.00,14190.00,14391.00,12874.30,35.60K,-4.46%,35.60,35600
2/21/2021,14191.00,13794.00,14580.00,13760.00,29.01K,2.96%,29.01,29010
2/22/2021,13783.00,13248.00,14095.00,12778.00,37.42K,3.90%,37.42,37420
2/23/2021,13266.00,14895.00,14949.80,12639.00,71.70K,-10.94%,71.70,71700
2/24/2021,14896.00,14426.00,14896.00,13338.00,57.33K,3.28%,57.33,57330
2/25/2021,14423.00,14902.00,15355.00,14122.00,43.44K,-3.40%,43.44,43440
2/26/2021,14930.00,16216.00,16279.00,13760.00,64.95K,-7.82%,64.95,64950
2/27/2021,16196.00,17163.00,17176.00,15726.00,30.84K,-5.62%,30.84,30840
2/28/2021,17161.00,16911.00,17252.00,16251.00,29.61K,1.44%,29.61,29610
3/1/2021,16917.00,15159.00,17101.00,14769.00,54.63K,11.59%,54.63,54630
3/2/2021,15160.00,15150.00,15390.00,14064.00,46.47K,0.03%,46.47,46470
3/3/2021,15155.00,14713.00,15428.00,14522.00,38.35K,3.03%,38.35,38350
3/4/2021,14709.80,13448.00,15300.00,12810.00,56.18K,10.15%,56.18,56180
3/5/2021,13354.00,13794.00,13893.00,12787.00,29.54K,-3.23%,29.54,29540
3/6/2021,13800.00,12385.00,14140.00,12183.90,43.29K,11.50%,43.29,43290
3/7/2021,12377.00,14308.00,14403.00,11690.00,75.43K,-13.55%,75.43,75430
3/8/2021,14317.00,14323.00,15105.00,13847.00,48.01K,0.01%,48.01,48010
3/9/2021,14315.00,15374.00,15467.00,13232.00,72.89K,-6.89%,72.89,72890
3/10/2021,15374.00,15680.00,16494.00,14463.00,54.99K,-1.95%,54.99,54990
3/11/2021,15679.00,13627.00,16048.00,13550.00,63.44K,15.09%,63.44,63440
3/12/2021,13623.00,13517.00,14278.00,12678.00,45.61K,1.09%,45.61,45610
3/13/2021,13476.00,14036.00,14047.00,11601.20,72.38K,-3.98%,72.38,72380
3/14/2021,14035.00,13173.00,14986.00,12755.00,59.92K,6.57%,59.92,59920
3/15/2021,13170.00,15650.00,15826.00,10718.00,179.00K,-15.94%,179.00,179000
3/16/2021,15666.80,16433.00,17333.00,14827.00,65.58K,-4.62%,65.58,65580
3/17/2021,16425.00,17340.00,17709.00,15500.00,82.16K,-5.30%,82.16,82160
3/18/2021,17345.00,18931.00,18987.00,16500.00,66.65K,-8.39%,66.65,66650
3/19/2021,18934.00,18959.00,19171.00,18010.00,53.58K,-0.20%,53.58,53580
3/20/2021,18971.00,19210.00,19891.00,18622.00,51.80K,-1.13%,51.80,51800
3/21/2021,19187.00,17569.50,19548.00,17098.00,48.27K,9.50%,48.27,48270
3/22/2021,17522.00,16396.00,18098.00,16352.00,63.11K,6.95%,63.11,63110
3/23/2021,16383.00,16122.00,16999.00,15870.00,45.72K,1.25%,45.72,45720
3/24/2021,16181.00,17010.00,17288.00,15674.00,62.88K,-4.63%,62.88,62880
3/25/2021,16967.00,16754.00,17500.00,16234.00,52.09K,1.27%,52.09,52090
3/26/2021,16754.00,14937.00,17443.00,14937.00,78.09K,11.72%,78.09,78090
3/27/2021,14997.00,14660.00,15728.00,12748.00,107.05K,2.30%,107.05,107050
3/28/2021,14660.00,15829.00,16300.00,13021.00,77.82K,-7.62%,77.82,77820
3/29/2021,15869.00,16608.00,17160.00,13774.00,124.11K,-4.41%,124.11,124110
3/30/2021,16601.00,13500.00,16639.00,13154.00,141.26K,22.72%,141.26,141260
3/31/2021,13527.00,11590.00,13598.00,11590.00,83.59K,16.66%,83.59,83590
4/1/2021,11595.00,11611.00,11949.00,11414.00,48.94K,0.00%,48.94,48940
4/2/2021,11595.00,11162.00,11598.00,10788.00,63.74K,3.93%,63.74,63740
