Date,Close,Open,High,Low,Stupid,Change %,Format,Volume
3/28/2017,47611.00,50503.40,50824.00,47408.00,5.28K,-5.73%,5.28,5280
3/29/2017,50503.40,50634.00,51239.00,48760.00,4.03K,-0.26%,4.03,4030
3/30/2017,50634.00,50566.60,51969.00,50102.00,3.91K,0.13%,3.91,3910
3/31/2017,50566.60,49469.00,50974.00,47295.00,8.05K,2.22%,8.05,8050
4/1/2017,49469.00,49272.00,49752.00,47860.00,4.78K,0.40%,4.78,4780
4/2/2017,49272.00,53709.00,53879.00,42101.00,22.58K,-8.26%,22.58,22580
4/3/2017,53709.00,56517.00,57599.00,52062.00,10.73K,-4.97%,10.73,10730
4/4/2017,56517.00,57250.00,57389.00,55842.00,4.41K,-1.28%,4.41,4410
4/5/2017,57250.00,56938.00,59055.00,56505.00,5.18K,0.55%,5.18,5180
4/6/2017,56938.00,57845.00,59174.00,55940.00,6.47K,-1.57%,6.47,6470
4/7/2017,57845.00,57325.00,58886.00,56772.00,5.07K,0.91%,5.07,5070
4/8/2017,57325.00,54836.00,57469.00,53482.00,4.94K,4.54%,4.94,4940
4/9/2017,54836.00,53738.00,55329.00,53711.00,3.09K,2.04%,3.09,3090
4/10/2017,53738.00,58995.00,59229.00,53565.00,12.19K,-8.91%,12.19,12190
4/11/2017,58995.00,57209.00,59423.40,57070.00,3.98K,3.12%,3.98,3980
4/12/2017,57209.00,57602.00,57762.00,55916.90,4.89K,-0.68%,4.89,4890
4/13/2017,57602.00,56299.00,57866.20,55460.00,8.56K,2.31%,8.56,8560
4/14/2017,56299.00,58790.00,59407.00,55714.00,8.83K,-4.24%,8.83,8830
4/15/2017,58790.00,59739.00,60047.00,58624.00,2.44K,-1.59%,2.44,2440
4/16/2017,59739.00,58130.00,59886.00,57494.40,3.13K,2.77%,3.13,3130
4/17/2017,58130.00,56932.00,58379.00,55670.00,5.18K,1.96%,5.18,5180
4/18/2017,57014.00,60386.10,60945.00,56559.00,11.54K,-5.58%,11.54,11540
4/19/2017,60386.10,60124.00,60847.00,58427.00,6.72K,0.44%,6.72,6720
4/20/2017,60124.00,63562.00,63562.00,58708.00,13.07K,-5.41%,13.07,13070
4/21/2017,63562.00,65471.00,66320.00,63383.30,5.27K,-2.92%,5.27,5270
4/22/2017,65471.00,64406.00,65471.00,63589.00,2.19K,1.65%,2.19,2190
4/23/2017,64406.00,64137.00,64968.20,63405.00,1.87K,0.39%,1.87,1870
4/24/2017,64156.00,64801.00,65412.00,62310.00,5.12K,-1.00%,5.12,5120
4/25/2017,64801.00,64954.00,65541.00,64089.00,2.86K,-0.24%,2.86,2860
4/26/2017,64954.00,66935.00,68925.00,63123.00,12.23K,-2.96%,12.23,12230
4/27/2017,66935.00,67526.00,68429.00,66343.00,6.46K,-0.88%,6.46,6460
4/28/2017,67526.00,63259.10,67665.00,63259.10,8.98K,6.75%,8.98,8980
4/29/2017,63259.10,61495.00,63279.00,61400.00,3.23K,2.87%,3.23,3230
4/30/2017,61496.00,61016.40,61583.00,60100.00,2.93K,0.79%,2.93,2930
5/1/2017,61016.40,61422.80,62598.00,60746.30,2.26K,-0.66%,2.26,2260
5/2/2017,61422.80,62904.00,63060.20,60733.00,2.93K,-2.35%,2.93,2930
5/3/2017,62904.00,63249.00,63556.00,60624.00,4.76K,-0.55%,4.76,4760
5/4/2017,63249.00,60927.00,64263.40,60661.00,5.20K,3.81%,5.20,5200
5/5/2017,60927.00,61330.00,62485.00,59595.60,4.81K,-0.66%,4.81,4810
5/6/2017,61330.00,61838.80,62414.00,60021.00,2.42K,-0.82%,2.42,2420
5/7/2017,61838.80,62235.00,62353.00,60756.00,2.24K,-0.64%,2.24,2240
5/8/2017,62235.00,60598.00,62980.00,60189.50,3.92K,2.70%,3.92,3920
5/9/2017,60598.00,58453.00,62395.00,57612.00,8.07K,3.67%,8.07,8070
5/10/2017,58453.00,60289.00,61447.70,58096.40,7.14K,-3.05%,7.14,7140
5/11/2017,60290.00,63100.00,63306.00,59852.00,4.75K,-4.45%,4.75,4750
5/12/2017,63100.00,60847.00,63666.00,60633.00,3.71K,3.70%,3.71,3710
5/13/2017,60847.00,61302.00,61471.00,59537.00,2.88K,-0.74%,2.88,2880
5/14/2017,61302.00,60708.00,61731.00,59762.00,2.71K,0.98%,2.71,2710
5/15/2017,60708.00,62200.00,63708.00,60045.00,6.35K,-2.40%,6.35,6350
5/16/2017,62200.00,65988.00,66643.00,62100.00,13.37K,-5.74%,13.37,13370
5/17/2017,65988.00,64263.00,66927.00,63536.00,9.26K,2.73%,9.26,9260
5/18/2017,64237.00,62034.00,64418.00,61441.10,9.15K,3.55%,9.15,9150
5/19/2017,62034.00,61504.00,62661.00,59948.00,8.56K,0.85%,8.56,8560
5/20/2017,61511.00,60867.50,61652.00,59073.00,5.14K,1.06%,5.14,5140
5/21/2017,60867.50,61680.00,62325.00,60175.00,4.28K,-1.36%,4.28,4280
5/22/2017,61709.00,57354.00,62897.00,56889.00,11.88K,7.59%,11.88,11880
5/23/2017,57354.00,57381.00,58473.00,56880.00,4.59K,-0.05%,4.59,4590
5/24/2017,57381.00,55967.00,57758.00,54310.00,3.09K,2.53%,3.09,3090
5/25/2017,55967.00,57468.00,57633.00,54000.00,5.94K,-2.61%,5.94,5940
5/26/2017,57468.00,54701.00,57802.50,54430.00,7.51K,5.06%,7.51,7510
5/27/2017,54701.00,54978.00,56414.00,54173.00,5.84K,-0.50%,5.84,5840
5/28/2017,54978.00,53925.00,55443.70,53711.00,2.44K,1.95%,2.44,2440
5/29/2017,53925.00,53793.00,56000.00,53649.00,5.48K,0.25%,5.48,5480
5/30/2017,53793.00,55331.00,55339.00,53444.00,4.95K,-2.78%,4.95,4950
5/31/2017,55331.00,51508.00,55724.00,50448.00,10.52K,7.42%,10.52,10520
6/1/2017,51508.00,49232.00,51891.10,49065.00,6.68K,4.58%,6.68,6680
6/2/2017,49252.00,48243.00,49503.00,46951.00,6.19K,2.09%,6.19,6190
6/3/2017,48243.00,47675.00,49187.00,47124.00,3.60K,1.19%,3.60,3600
6/4/2017,47675.00,48151.00,48330.00,47459.00,2.06K,-1.00%,2.06,2060
6/5/2017,48157.00,43830.00,48454.00,43311.00,8.32K,9.87%,8.32,8320
6/6/2017,43830.00,41551.00,44107.00,41432.00,5.11K,5.48%,5.11,5110
6/7/2017,41551.00,41064.00,42591.00,40811.00,4.39K,1.19%,4.39,4390
6/8/2017,41064.00,42191.00,42777.00,40928.00,6.16K,-2.67%,6.16,6160
6/9/2017,42191.00,43220.50,44354.00,42144.00,4.26K,-2.29%,4.26,4260
6/10/2017,43180.00,42711.00,43931.00,40830.00,5.47K,1.10%,5.47,5470
6/11/2017,42711.00,42854.00,42977.00,41731.00,2.96K,-0.39%,2.96,2960
6/12/2017,42878.00,44882.00,45140.00,40779.00,11.76K,-4.47%,11.76,11760
6/13/2017,44882.00,43582.60,44986.00,43121.00,5.29K,2.98%,5.29,5290
6/14/2017,43582.60,40632.50,43998.00,40607.00,8.43K,7.18%,8.43,8430
6/15/2017,40664.00,43002.00,43622.30,39678.00,14.96K,-5.44%,14.96,14960
6/16/2017,43002.00,47239.00,47323.00,42577.00,12.63K,-8.97%,12.63,12630
6/17/2017,47239.00,48309.00,48370.00,46837.00,2.28K,-2.21%,2.28,2280
6/18/2017,48309.00,47296.00,48794.00,47070.00,2.05K,2.15%,2.05,2050
6/19/2017,47292.00,47786.00,48183.00,46782.00,2.49K,-1.03%,2.49,2490
6/20/2017,47786.00,48136.00,48518.00,47080.00,3.61K,-0.73%,3.61,3610
6/21/2017,48136.00,47078.00,48440.00,46738.00,3.98K,2.25%,3.98,3980
6/22/2017,47078.00,44960.00,47235.00,44726.00,3.52K,4.71%,3.52,3520
6/23/2017,44960.00,46069.00,46823.00,43514.00,8.77K,-2.41%,8.77,8770
6/24/2017,46069.00,45169.00,46391.00,44780.10,3.39K,1.99%,3.39,3390
6/25/2017,45169.00,44852.00,45990.00,44750.00,2.54K,0.71%,2.54,2540
6/26/2017,44852.00,46389.00,47036.00,44265.10,5.18K,-3.31%,5.18,5180
6/27/2017,46389.00,46088.00,47397.00,45591.00,3.85K,0.65%,3.85,3850
6/28/2017,46088.00,46778.00,47342.40,44509.90,7.55K,-1.48%,7.55,7550
6/29/2017,46778.00,52676.00,52888.00,43347.00,16.70K,-11.20%,16.70,16700
6/30/2017,52676.00,51762.00,52709.00,51062.00,4.84K,1.77%,4.84,4840
7/1/2017,51762.00,49899.00,51900.00,49500.00,5.54K,3.73%,5.54,5540
7/2/2017,49899.00,50000.00,50529.00,49418.00,2.37K,-0.20%,2.37,2370
7/3/2017,50000.00,49291.00,51032.00,48362.00,7.33K,1.44%,7.33,7330
7/4/2017,49291.00,48844.00,50365.00,48633.00,4.95K,0.92%,4.95,4950
7/5/2017,48844.00,47157.00,49102.00,46600.00,5.71K,3.58%,5.71,5710
7/6/2017,47157.00,47008.00,48241.00,46725.00,4.30K,0.32%,4.30,4300
7/7/2017,47008.00,48800.00,48915.70,46904.00,4.12K,-3.67%,4.12,4120
7/8/2017,48800.00,48914.00,49650.00,47844.00,4.05K,-0.23%,4.05,4050
7/9/2017,48914.00,49076.10,49310.00,48400.00,2.30K,-0.33%,2.30,2300
7/10/2017,49076.10,46832.00,49159.00,46364.90,5.80K,4.79%,5.80,5800
7/11/2017,46832.00,48989.00,49385.00,46370.70,6.48K,-4.40%,6.48,6480
7/12/2017,48989.00,47714.00,49244.00,47158.00,4.12K,2.67%,4.12,4120
7/13/2017,47714.00,49539.00,49857.00,47604.00,4.77K,-3.68%,4.77,4770
7/14/2017,49539.00,49264.00,50506.30,49055.00,5.42K,0.56%,5.42,5420
7/15/2017,49264.00,48868.00,49487.00,48121.00,2.75K,0.81%,2.75,2750
7/16/2017,48868.00,49332.00,49784.00,48290.00,3.92K,-0.94%,3.92,3920
7/17/2017,49332.00,46765.00,49362.00,46660.00,6.04K,5.49%,6.04,6040
7/18/2017,46765.00,44744.00,47060.00,43992.00,5.97K,4.52%,5.97,5970
7/19/2017,44744.00,44698.00,46007.80,44290.00,5.82K,0.10%,5.82,5820
7/20/2017,44698.00,45940.00,47157.00,44467.00,6.93K,-2.70%,6.93,6930
7/21/2017,45940.00,47031.00,48059.00,45689.00,6.06K,-2.32%,6.06,6060
7/22/2017,47031.00,47084.00,47355.00,45556.00,3.83K,-0.11%,3.83,3830
7/23/2017,47084.00,47842.00,48120.00,46036.00,4.35K,-1.58%,4.35,4350
7/24/2017,47842.00,44423.00,47866.00,44276.00,7.39K,7.70%,7.39,7390
7/25/2017,44423.00,45546.00,46185.00,43789.00,5.64K,-2.47%,5.64,5640
7/26/2017,45546.00,45612.00,46725.00,45358.00,4.32K,-0.14%,4.32,4320
7/27/2017,45612.00,46291.00,46674.00,44644.00,6.37K,-1.47%,6.37,6370
7/28/2017,46293.00,43770.00,46432.20,42792.00,10.72K,5.76%,10.72,10720
7/29/2017,43770.00,44589.00,45249.00,43300.00,8.16K,-1.84%,8.16,8160
7/30/2017,44589.00,42830.00,44689.20,42464.00,9.32K,4.11%,9.32,9320
7/31/2017,42830.00,40887.00,43294.00,39933.00,6.46K,4.75%,6.46,6460
8/1/2017,40887.00,39741.00,41352.00,37361.00,6.43K,2.85%,6.43,6430
8/2/2017,39754.00,38219.00,39965.00,37564.00,3.67K,4.05%,3.67,3670
8/3/2017,38207.00,39156.00,39774.00,37700.00,5.08K,-2.42%,5.08,5080
8/4/2017,39156.00,39922.00,40441.00,38716.00,4.62K,-1.92%,4.62,4620
8/5/2017,39922.00,41409.00,42532.00,39596.00,9.11K,-3.59%,9.11,9110
8/6/2017,41409.00,42169.00,42317.00,41051.00,5.07K,-1.80%,5.07,5070
8/7/2017,42169.00,40034.40,42244.00,38373.00,7.77K,5.31%,7.77,7770
8/8/2017,40041.00,40004.00,40623.00,39282.00,4.07K,0.09%,4.07,4070
8/9/2017,40004.00,39563.00,40899.00,38822.00,7.98K,1.11%,7.98,7980
8/10/2017,39563.00,37296.00,39563.00,36436.00,6.04K,6.08%,6.04,6040
8/11/2017,37296.00,35422.00,40515.60,35276.00,16.31K,5.34%,16.31,16310
8/12/2017,35407.00,34620.00,35430.00,33906.00,2.78K,4.62%,2.78,2780
8/13/2017,33845.00,33597.10,34043.00,33422.00,3.34K,0.74%,3.34,3340
8/14/2017,33597.10,32320.00,33625.30,32020.00,3.97K,3.95%,3.97,3970
8/15/2017,32320.00,32141.00,32609.70,31747.00,5.23K,0.56%,5.23,5230
8/16/2017,32141.00,29806.10,32804.00,29545.00,8.25K,7.83%,8.25,8250
8/17/2017,29806.10,30847.00,31075.00,29341.00,8.88K,-3.37%,8.88,8880
8/18/2017,30847.00,31824.00,31924.00,30514.00,12.80K,-3.07%,12.80,12800
8/19/2017,31824.00,31559.00,32427.00,31211.80,12.41K,0.84%,12.41,12410
8/20/2017,31559.00,31427.00,31975.00,31224.00,13.71K,0.41%,13.71,13710
8/21/2017,31429.00,31875.00,32266.00,31055.00,5.38K,-1.34%,5.38,5380
8/22/2017,31857.00,32822.60,33194.00,31170.00,6.96K,-2.94%,6.96,6960
8/23/2017,32822.60,32727.00,33117.00,31596.00,5.19K,0.29%,5.19,5190
8/24/2017,32727.00,33090.00,33333.00,32210.00,4.02K,-1.10%,4.02,4020
8/25/2017,33090.00,34239.00,34624.00,32616.00,8.41K,-3.36%,8.41,8410
8/26/2017,34239.00,33506.00,34584.00,33317.00,2.15K,2.19%,2.15,2150
8/27/2017,33506.00,33769.00,34221.00,33024.00,6.46K,-0.78%,6.46,6460
8/28/2017,33769.00,32873.90,34044.00,32574.00,6.66K,2.72%,6.66,6660
8/29/2017,32873.90,33886.00,33939.00,32063.00,14.29K,-2.99%,14.29,14290
8/30/2017,33886.00,34256.00,35076.00,33826.00,3.51K,-0.74%,3.51,3510
8/31/2017,34140.00,33668.00,34858.80,33668.00,8.81K,1.40%,8.81,8810
9/1/2017,33668.00,35289.00,35289.00,33479.20,7.72K,-4.59%,7.72,7720
9/2/2017,35289.00,35494.00,35782.00,35289.00,2.93K,1.53%,2.93,2930
9/3/2017,34758.00,33816.00,34762.00,33561.60,2.89K,2.79%,2.89,2890
9/4/2017,33816.00,33554.40,33924.00,32727.00,5.15K,0.78%,5.15,5150
9/5/2017,33554.40,35043.50,35043.50,32821.00,5.82K,-4.25%,5.82,5820
9/6/2017,35043.50,35895.90,35981.00,34754.00,3.45K,-2.37%,3.45,3450
9/7/2017,35895.90,34484.00,36411.00,34316.70,5.51K,4.09%,5.51,5510
9/8/2017,34484.00,34717.00,35168.00,34152.00,6.18K,-0.67%,6.18,6180
9/9/2017,34717.00,32359.00,34717.00,32359.00,28.71K,7.29%,28.71,28710
9/10/2017,32359.00,31584.70,32359.00,30331.00,20.53K,2.45%,20.53,20530
9/11/2017,31584.00,34656.60,34915.00,31584.00,37.67K,-8.87%,37.67,37670
9/12/2017,34656.60,33703.00,35137.20,32530.00,4.86K,2.83%,4.86,4860
9/13/2017,33703.00,32553.00,34196.00,32553.00,9.14K,3.53%,9.14,9140
9/14/2017,32553.00,31761.00,33300.00,29927.00,26.87K,2.49%,26.87,26870
9/15/2017,31761.00,35631.00,35631.00,31475.00,23.45K,-10.86%,23.45,23450
9/16/2017,35631.00,35585.80,35966.00,33725.00,16.93K,0.13%,16.93,16930
9/17/2017,35585.80,35802.00,36236.00,35460.00,11.57K,-0.60%,11.57,11570
9/18/2017,35802.00,38061.00,38061.00,35490.00,11.42K,-5.94%,11.42,11420
9/19/2017,38061.00,38332.00,39324.00,37733.70,3.54K,-0.71%,3.54,3540
9/20/2017,38332.00,40139.00,40394.00,38332.00,6.79K,-4.50%,6.79,6790
9/21/2017,40139.00,40509.00,40708.80,39726.00,7.78K,-0.89%,7.78,7780
9/22/2017,40500.00,39004.00,40732.00,38812.00,9.73K,3.84%,9.73,9730
9/23/2017,39004.00,35531.00,39021.10,34984.00,8.99K,9.77%,8.99,8990
9/24/2017,35531.00,37338.00,37338.00,35185.00,7.38K,-4.84%,7.38,7380
9/25/2017,37338.00,36649.20,37427.00,36342.00,6.42K,1.88%,6.42,6420
9/26/2017,36649.20,37347.00,37933.00,36559.00,9.57K,-1.87%,9.57,9570
9/27/2017,37347.00,33415.00,37490.00,32673.00,26.97K,11.77%,26.97,26970
9/28/2017,33415.00,33596.00,33744.80,31547.60,12.92K,-0.54%,12.92,12920
9/29/2017,33596.00,35782.00,36613.30,33596.00,9.97K,-6.11%,9.97,9970
9/30/2017,35782.00,35543.00,36238.00,35496.00,6.51K,0.67%,6.51,6510
10/1/2017,35543.00,36844.00,37690.30,35296.00,6.59K,-3.56%,6.59,6590
10/2/2017,36854.00,39209.00,39209.00,36532.00,5.93K,-6.01%,5.93,5930
10/3/2017,39209.00,37590.00,39209.00,37371.00,5.75K,4.31%,5.75,5750
10/4/2017,37590.00,36672.60,38053.00,36192.30,3.97K,2.50%,3.97,3970
10/5/2017,36672.60,37305.00,37624.80,35928.00,5.29K,-1.70%,5.29,5290
10/6/2017,37305.00,35615.00,37305.00,34527.00,5.98K,4.75%,5.98,5980
10/7/2017,35615.00,34570.00,36138.00,33680.00,6.02K,3.02%,6.02,6020
10/8/2017,34570.00,35667.00,36910.50,33681.00,7.76K,-3.08%,7.76,7760
10/9/2017,35667.00,38484.70,38484.70,35028.00,10.22K,-7.20%,10.22,10220
10/10/2017,38435.00,39301.00,40120.00,37381.00,5.55K,-2.20%,5.55,5550
10/11/2017,39301.00,38363.00,40497.80,38020.20,8.61K,2.45%,8.61,8610
10/12/2017,38363.00,38772.90,39761.00,36760.50,7.77K,-1.06%,7.77,7770
10/13/2017,38772.90,34730.30,39201.00,34730.30,15.13K,11.64%,15.13,15130
10/14/2017,34730.30,37585.00,38186.00,32623.00,25.99K,-7.60%,25.99,25990
10/15/2017,37585.00,37415.00,38662.00,36150.00,13.56K,0.45%,13.56,13560
10/16/2017,37415.00,40550.10,41500.00,35188.00,23.31K,-7.79%,23.31,23310
10/17/2017,40578.00,36755.00,41827.00,35198.40,25.60K,10.40%,25.60,25600
10/18/2017,36755.00,42935.00,42935.00,35303.40,67.82K,-14.39%,67.82,67820
10/19/2017,42935.00,43544.00,45474.00,42611.80,10.72K,-1.40%,10.72,10720
10/20/2017,43544.00,46569.00,46569.00,42304.00,37.72K,-6.52%,37.72,37720
10/21/2017,46582.90,46784.90,49460.00,45340.00,19.06K,-0.43%,19.06,19060
10/22/2017,46784.90,49917.00,50526.20,46784.90,9.49K,-6.27%,9.49,9490
10/23/2017,49917.00,49747.00,51168.00,49289.00,6.05K,0.34%,6.05,6050
10/24/2017,49747.00,49725.00,51154.00,48120.60,21.16K,0.04%,21.16,21160
10/25/2017,49725.00,56715.00,57688.00,49725.00,14.96K,-12.32%,14.96,14960
10/26/2017,56715.00,55851.00,56724.00,54789.00,7.69K,1.55%,7.69,7690
10/27/2017,55851.00,58276.00,59454.30,55448.00,13.49K,-4.16%,13.49,13490
10/28/2017,58276.00,58894.00,58956.50,56977.00,8.48K,-1.05%,8.48,8480
10/29/2017,58894.00,57349.00,59327.00,57317.00,7.61K,2.69%,7.61,7610
10/30/2017,57349.00,56451.00,58101.00,55606.00,6.93K,1.59%,6.93,6930
10/31/2017,56451.00,57487.00,57843.00,55897.00,10.44K,-1.79%,10.44,10440
11/1/2017,57477.00,52960.00,57477.00,52960.00,7.66K,7.91%,7.66,7660
11/2/2017,53264.00,57147.00,57147.00,53264.00,10.03K,-6.79%,10.03,10030
11/3/2017,57147.00,56605.00,58686.00,56605.00,7.63K,0.96%,7.63,7630
11/4/2017,56605.00,57774.00,57774.00,56385.00,4.20K,-2.02%,4.20,4200
11/5/2017,57774.00,57634.70,58265.00,57259.00,4.32K,0.24%,4.32,4320
11/6/2017,57637.00,53566.00,57637.00,53339.00,7.86K,7.60%,7.86,7860
11/7/2017,53566.00,54860.00,54860.00,52631.00,7.08K,-2.36%,7.08,7080
11/8/2017,54860.00,55044.00,55575.00,54090.00,5.76K,-0.33%,5.76,5760
11/9/2017,55044.00,54103.00,55215.00,53660.00,7.24K,1.74%,7.24,7240
11/10/2017,54103.00,49129.00,54214.00,49129.00,11.01K,10.15%,11.01,11010
11/11/2017,49116.30,50167.00,50539.00,48409.80,9.60K,-2.09%,9.60,9600
11/12/2017,50167.00,51139.00,51139.00,49572.00,5.98K,-1.90%,5.98,5980
11/13/2017,51139.00,51781.30,51781.30,48719.60,17.25K,-1.24%,17.25,17250
11/14/2017,51781.30,53822.00,55067.00,51781.30,12.69K,-3.79%,12.69,12690
11/15/2017,53822.00,56476.00,56476.00,53822.00,7.10K,-4.70%,7.10,7100
11/16/2017,56476.00,55639.00,56950.00,54398.00,8.39K,1.50%,8.39,8390
11/17/2017,55639.00,56173.00,57359.00,54912.80,8.57K,-0.93%,8.57,8570
11/18/2017,56163.00,59970.00,60223.00,54416.80,26.33K,-6.35%,26.33,26330
11/19/2017,59970.00,61325.00,62367.70,59970.00,7.02K,-2.21%,7.02,7020
11/20/2017,61325.00,63196.00,63453.00,60286.00,11.54K,-2.96%,11.54,11540
11/21/2017,63196.00,62907.00,63475.00,62348.00,6.61K,0.40%,6.61,6610
11/22/2017,62942.70,63518.00,64374.00,62065.00,10.93K,-0.91%,10.93,10930
11/23/2017,63518.00,59900.00,63518.00,59900.00,11.26K,6.04%,11.26,11260
11/24/2017,59900.00,60034.80,60701.00,59747.00,5.50K,-0.22%,5.50,5500
11/25/2017,60034.80,59823.80,60486.00,59411.00,4.65K,0.35%,4.65,4650
11/26/2017,59823.80,58114.00,60984.00,58114.00,9.79K,2.94%,9.79,9790
11/27/2017,58114.00,58110.00,58683.00,57849.00,3.75K,0.01%,3.75,3750
11/28/2017,58110.00,55960.00,58110.00,55960.00,4.48K,3.84%,4.48,4480
11/29/2017,55960.00,57991.00,58490.00,55960.00,8.85K,-3.50%,8.85,8850
11/30/2017,57991.00,59145.00,59200.00,57603.00,5.62K,-1.95%,5.62,5620
12/1/2017,59145.00,58240.00,59145.00,57034.00,5.59K,1.55%,5.59,5590
12/2/2017,58240.00,57023.00,58240.00,57023.00,4.97K,2.13%,4.97,4970
12/3/2017,57023.00,58959.00,59499.00,57023.00,6.63K,-3.28%,6.63,6630
12/4/2017,58959.00,58727.40,59834.00,58727.40,6.15K,0.39%,6.15,6150
12/5/2017,58727.40,58796.00,59172.90,58498.00,4.35K,-0.12%,4.35,4350
12/6/2017,58796.00,58841.00,59453.00,57698.00,8.12K,-0.08%,8.12,8120
12/7/2017,58841.00,57672.30,59349.00,57278.00,7.87K,2.03%,7.87,7870
12/8/2017,57672.30,55773.00,58162.00,54984.00,10.12K,3.41%,10.12,10120
12/9/2017,55773.00,55886.00,56326.00,55089.00,4.21K,-0.20%,4.21,4210
12/10/2017,55886.00,54992.90,56249.00,54373.00,5.18K,1.62%,5.18,5180
12/11/2017,54992.90,51363.00,54992.90,51363.00,7.71K,7.07%,7.71,7710
12/12/2017,51363.00,52347.20,52926.00,50874.00,11.59K,-1.88%,11.59,11590
12/13/2017,52347.20,54331.00,56919.00,52347.20,14.08K,-3.65%,14.08,14080
12/14/2017,54331.00,54074.00,55646.90,53541.20,6.57K,0.48%,6.57,6570
12/15/2017,54074.00,57368.00,58036.00,54074.00,8.72K,-5.74%,8.72,8720
12/16/2017,57368.00,58087.00,58499.50,56200.00,8.29K,-1.24%,8.29,8290
12/17/2017,58087.00,58074.00,59421.00,58074.00,6.78K,0.02%,6.78,6780
12/18/2017,58074.00,57640.00,58961.00,57030.00,6.48K,0.75%,6.48,6480
12/19/2017,57640.00,58870.00,59799.00,57580.00,7.24K,-2.09%,7.24,7240
12/20/2017,58870.00,56924.00,58870.00,54576.00,11.27K,3.42%,11.27,11270
12/21/2017,56924.00,55644.00,56924.00,54049.00,10.49K,2.30%,10.49,10490
12/22/2017,55644.00,59005.00,60141.10,55644.00,14.78K,-5.70%,14.78,14780
12/23/2017,59005.00,61207.00,61468.00,59005.00,6.64K,-3.60%,6.64,6640
12/24/2017,61207.00,57315.00,61207.00,56488.00,13.70K,6.79%,13.70,13700
12/25/2017,57315.00,57869.00,57869.00,55946.00,9.56K,-0.96%,9.56,9560
12/26/2017,57869.00,55939.00,57921.00,54834.00,8.66K,3.42%,8.66,8660
12/27/2017,55955.20,54950.00,57033.00,53698.70,10.68K,1.83%,10.68,10680
12/28/2017,54949.40,52395.00,54949.40,52395.00,8.20K,4.88%,8.20,8200
12/29/2017,52395.00,51031.20,52395.00,49821.00,6.15K,2.67%,6.15,6150
12/30/2017,51031.20,48895.00,51031.20,48895.00,5.37K,4.37%,5.37,5370
12/31/2017,48895.00,48811.00,49043.10,47515.40,4.21K,0.17%,4.21,4210
1/1/2018,48811.00,48368.00,49277.00,46662.00,9.42K,0.92%,9.42,9420
1/2/2018,48368.00,50425.00,51556.00,48059.00,9.56K,-4.08%,9.56,9560
1/3/2018,50425.00,48526.00,52018.00,48526.00,8.60K,3.91%,8.60,8600
1/4/2018,48526.00,49572.00,49572.00,47453.60,8.37K,-2.11%,8.37,8370
1/5/2018,49572.00,45300.00,49572.00,45300.00,9.42K,9.43%,9.42,9420
1/6/2018,45300.00,46217.00,46360.50,43380.00,13.54K,-1.98%,13.54,13540
1/7/2018,46217.00,46319.00,47766.90,46217.00,7.60K,-0.22%,7.60,7600
1/8/2018,46319.00,47144.00,48250.00,45320.00,22.33K,-1.75%,22.33,22330
1/9/2018,47144.00,49715.00,51511.00,47144.00,9.55K,-5.17%,9.55,9550
1/10/2018,49715.00,48888.00,51043.00,47179.00,12.00K,1.69%,12.00,12000
